------------------------------
test was performed using the following parameters: --mps=5000 --burst=1 --reply-every=100 --msg-size=1024 --time=300 --full-rtt
------------------------------
sockperf: [Total Run] RunTime=299.999 sec; Warm up time=400 msec; SentMessages=1499995; ReceivedMessages=14999
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=299.480 sec; SentMessages=1497401; ReceivedMessages=14975
sockperf: [2;35m====> avg-rtt=101.926 (std-dev=25.485)[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 14975 observations[0m; each percentile contains 149.75 observations
sockperf: ---> <MAX> observation =  531.956
sockperf: ---> percentile 99.999 =  531.956
sockperf: ---> percentile 99.990 =  299.999
sockperf: ---> percentile 99.900 =  192.845
sockperf: ---> percentile 99.000 =  180.199
sockperf: ---> percentile 90.000 =  123.090
sockperf: ---> percentile 75.000 =  111.837
sockperf: ---> percentile 50.000 =  104.528
sockperf: ---> percentile 25.000 =   94.464
sockperf: ---> <MIN> observation =   48.650
------------------------------
packet, txTime(sec), rxTime(sec), rtt(usec)
6437, 131.181193364, 131.181296957, 103.593
6438, 131.201193368, 131.201297643, 104.275
6439, 131.221193360, 131.221257207, 63.847
6440, 131.241193363, 131.241307928, 114.565
6441, 131.261193373, 131.261300015, 106.642
6442, 131.281193362, 131.281257192, 63.830
6443, 131.301193365, 131.301300043, 106.678
6444, 131.321193374, 131.321303762, 110.388
6445, 131.341193365, 131.341290759, 97.394
6446, 131.361193365, 131.361298784, 105.419
6447, 131.381193367, 131.381296906, 103.539
6448, 131.401193368, 131.401298609, 105.241
6449, 131.421193362, 131.421298300, 104.938
6450, 131.441193370, 131.441259360, 65.990
6451, 131.461193370, 131.461298583, 105.213
6452, 131.481193365, 131.481268859, 75.494
6453, 131.501193362, 131.501309797, 116.435
6454, 131.521193368, 131.521257432, 64.064
6455, 131.541193364, 131.541298320, 104.956
6456, 131.561193368, 131.561302386, 109.018
6457, 131.581193365, 131.581263977, 70.612
6458, 131.601193368, 131.601299741, 106.373
6459, 131.621193361, 131.621298316, 104.955
6460, 131.641193359, 131.641257517, 64.158
6461, 131.661193379, 131.661308096, 114.717
6462, 131.681193359, 131.681295481, 102.122
6463, 131.701193365, 131.701292636, 99.271
6464, 131.721193365, 131.721292996, 99.631
6465, 131.741193368, 131.741291938, 98.570
6466, 131.761193365, 131.761292950, 99.585
6467, 131.781193365, 131.781325763, 132.398
6468, 131.801193365, 131.801263895, 70.530
6469, 131.821193362, 131.821303639, 110.277
6470, 131.841193363, 131.841303516, 110.153
6471, 131.861193363, 131.861304853, 111.490
6472, 131.881193359, 131.881294844, 101.485
6473, 131.901193363, 131.901297191, 103.828
6474, 131.921193365, 131.921311719, 118.354
6475, 131.941193365, 131.941296611, 103.246
6476, 131.961193365, 131.961291015, 97.650
6477, 131.981193367, 131.981300271, 106.904
6478, 132.001193365, 132.001297045, 103.680
6479, 132.021193362, 132.021316880, 123.518
6480, 132.041193365, 132.041295071, 101.706
6481, 132.061193365, 132.061318652, 125.287
6482, 132.081193361, 132.081294147, 100.786
6483, 132.101193368, 132.101300681, 107.313
6484, 132.121193361, 132.121295154, 101.793
6485, 132.141193362, 132.141299111, 105.749
6486, 132.161193364, 132.161300507, 107.143
6487, 132.181193362, 132.181290307, 96.945
6488, 132.201193362, 132.201256051, 62.689
6489, 132.221193365, 132.221259196, 65.831
6490, 132.241193365, 132.241300698, 107.333
6491, 132.261193365, 132.261298545, 105.180
6492, 132.281193362, 132.281298290, 104.928
6493, 132.301193366, 132.301298834, 105.468
6494, 132.321193364, 132.321295723, 102.359
6495, 132.341193367, 132.341297886, 104.519
6496, 132.361193364, 132.361315185, 121.821
6497, 132.381193367, 132.381299246, 105.879
6498, 132.401193365, 132.401299993, 106.628
6499, 132.421193369, 132.421301590, 108.221
6500, 132.441193369, 132.441380942, 187.573
6501, 132.461193362, 132.461292776, 99.414
6502, 132.481193361, 132.481366012, 172.651
6503, 132.501193367, 132.501366928, 173.561
6504, 132.521193368, 132.521366071, 172.703
6505, 132.541193372, 132.541363707, 170.335
6506, 132.561193363, 132.561316953, 123.590
6507, 132.581193364, 132.581360728, 167.364
6508, 132.601193362, 132.601357575, 164.213
6509, 132.621193362, 132.621356942, 163.580
6510, 132.641193369, 132.641317913, 124.544
6511, 132.661193362, 132.661320114, 126.752
6512, 132.681193362, 132.681318162, 124.800
6513, 132.701193359, 132.701318755, 125.396
6514, 132.721193364, 132.721317859, 124.495
6515, 132.741193376, 132.741317850, 124.474
6516, 132.761193364, 132.761317178, 123.814
6517, 132.781193362, 132.781362270, 168.908
6518, 132.801193362, 132.801300408, 107.046
6519, 132.821193368, 132.821298848, 105.480
6520, 132.841193369, 132.841301374, 108.005
6521, 132.861193368, 132.861310433, 117.065
6522, 132.881193368, 132.881305618, 112.250
6523, 132.901193368, 132.901305302, 111.934
6524, 132.921193375, 132.921305876, 112.501
6525, 132.941193364, 132.941296693, 103.329
6526, 132.961193364, 132.961299371, 106.007
6527, 132.981193369, 132.981299903, 106.534
6528, 133.001193370, 133.001297672, 104.302
6529, 133.021193368, 133.021301529, 108.161
6530, 133.041193373, 133.041296254, 102.881
6531, 133.061193360, 133.061256839, 63.479
6532, 133.081193368, 133.081301781, 108.413
6533, 133.101193366, 133.101292396, 99.030
6534, 133.121193371, 133.121317330, 123.959
6535, 133.141193364, 133.141317852, 124.488
6536, 133.161193366, 133.161313221, 119.855
6537, 133.181193368, 133.181315049, 121.681
6538, 133.201193368, 133.201320133, 126.765
6539, 133.221193370, 133.221317371, 124.001
6540, 133.241193379, 133.241259628, 66.249
6541, 133.261193382, 133.261314326, 120.944
6542, 133.281193365, 133.281313857, 120.492
6543, 133.301193368, 133.301317226, 123.858
6544, 133.321193367, 133.321316277, 122.910
6545, 133.341193363, 133.341257102, 63.739
6546, 133.361193364, 133.361258045, 64.681
6547, 133.381193362, 133.381272062, 78.700
6548, 133.401193368, 133.401257955, 64.587
6549, 133.421193362, 133.421264918, 71.556
6550, 133.441193368, 133.441263180, 69.812
6551, 133.461193364, 133.461273597, 80.233
6552, 133.481193380, 133.481318543, 125.163
6553, 133.501193367, 133.501262100, 68.733
6554, 133.521193363, 133.521315256, 121.893
6555, 133.541193370, 133.541260534, 67.164
6556, 133.561193368, 133.561313554, 120.186
6557, 133.581193362, 133.581317073, 123.711
6558, 133.601193363, 133.601305834, 112.471
6559, 133.621193368, 133.621288586, 95.218
6560, 133.641193364, 133.641316239, 122.875
6561, 133.661193365, 133.661280765, 87.400
6562, 133.681193360, 133.681307972, 114.612
6563, 133.701208272, 133.701330545, 122.273
6564, 133.721193367, 133.721316473, 123.106
6565, 133.741193362, 133.741260066, 66.704
6566, 133.761193358, 133.761256993, 63.635
6567, 133.781193367, 133.781315363, 121.996
6568, 133.801193362, 133.801314030, 120.668
6569, 133.821193365, 133.821314279, 120.914
6570, 133.841193363, 133.841256370, 63.007
6571, 133.861193378, 133.861312400, 119.022
6572, 133.881193369, 133.881314351, 120.982
6573, 133.901193370, 133.901314192, 120.822
6574, 133.921193379, 133.921291446, 98.067
6575, 133.941193367, 133.941316909, 123.542
6576, 133.961193365, 133.961315367, 122.002
6577, 133.981193362, 133.981335077, 141.715
6578, 134.001202586, 134.001324562, 121.976
6579, 134.021193365, 134.021263370, 70.005
6580, 134.041193365, 134.041316330, 122.965
6581, 134.061193366, 134.061314752, 121.386
6582, 134.081193367, 134.081314086, 120.719
6583, 134.101193366, 134.101264443, 71.077
6584, 134.121193362, 134.121317190, 123.828
6585, 134.141193364, 134.141313080, 119.716
6586, 134.161193364, 134.161311279, 117.915
6587, 134.181193361, 134.181311043, 117.682
6588, 134.201193362, 134.201258397, 65.035
6589, 134.221193365, 134.221266269, 72.904
6590, 134.241193369, 134.241317828, 124.459
6591, 134.261193366, 134.261262656, 69.290
6592, 134.281193365, 134.281256675, 63.310
6593, 134.301193366, 134.301314531, 121.165
6594, 134.321193375, 134.321312402, 119.027
6595, 134.341193370, 134.341320203, 126.833
6596, 134.361193363, 134.361259956, 66.593
6597, 134.381193362, 134.381296653, 103.291
6598, 134.401193364, 134.401248926, 55.562
6599, 134.421193368, 134.421253658, 60.290
6600, 134.441193363, 134.441249822, 56.459
6601, 134.461193376, 134.461313855, 120.479
6602, 134.481193372, 134.481315054, 121.682
6603, 134.501193363, 134.501316886, 123.523
6604, 134.521193366, 134.521316157, 122.791
6605, 134.541193362, 134.541319081, 125.719
6606, 134.561193365, 134.561263579, 70.214
6607, 134.581193364, 134.581315362, 121.998
6608, 134.601193369, 134.601314559, 121.190
6609, 134.621193365, 134.621319664, 126.299
6610, 134.641193363, 134.641320899, 127.536
6611, 134.661193365, 134.661266100, 72.735
6612, 134.681193375, 134.681261656, 68.281
6613, 134.701193363, 134.701312335, 118.972
6614, 134.721193377, 134.721314364, 120.987
6615, 134.741193368, 134.741277686, 84.318
6616, 134.761193360, 134.761312006, 118.646
6617, 134.781193364, 134.781314291, 120.927
6618, 134.801193368, 134.801304652, 111.284
6619, 134.821193363, 134.821313262, 119.899
6620, 134.841193365, 134.841257107, 63.742
6621, 134.861193365, 134.861314020, 120.655
6622, 134.881193366, 134.881256211, 62.845
6623, 134.901193366, 134.901313582, 120.216
6624, 134.921193366, 134.921265724, 72.358
6625, 134.941193368, 134.941314545, 121.177
6626, 134.961193362, 134.961314766, 121.404
6627, 134.981193362, 134.981312273, 118.911
6628, 135.001193361, 135.001262154, 68.793
6629, 135.021193379, 135.021316525, 123.146
6630, 135.041193363, 135.041294809, 101.446
6631, 135.061193364, 135.061314185, 120.821
6632, 135.081193362, 135.081296832, 103.470
6633, 135.101193364, 135.101313738, 120.374
6634, 135.121193365, 135.121328162, 134.797
6635, 135.141193364, 135.141323185, 129.821
6636, 135.161193366, 135.161378700, 185.334
6637, 135.181193368, 135.181352088, 158.720
6638, 135.201193365, 135.201381570, 188.205
6639, 135.221193362, 135.221384249, 190.887
6640, 135.241193363, 135.241326157, 132.794
6641, 135.261193369, 135.261382070, 188.701
6642, 135.281193367, 135.281382345, 188.978
6643, 135.301193379, 135.301382924, 189.545
6644, 135.321193362, 135.321384099, 190.737
6645, 135.341193363, 135.341329020, 135.657
6646, 135.361193370, 135.361383803, 190.433
6647, 135.381193362, 135.381417376, 224.014
6648, 135.401193363, 135.401382866, 189.503
6649, 135.421193374, 135.421386617, 193.243
6650, 135.441193369, 135.441294361, 100.992
6651, 135.461193372, 135.461325557, 132.185
6652, 135.481193361, 135.481309986, 116.625
6653, 135.501193368, 135.501294227, 100.859
6654, 135.521193365, 135.521312455, 119.090
6655, 135.541193364, 135.541295293, 101.929
6656, 135.561193364, 135.561262582, 69.218
6657, 135.581193365, 135.581314050, 120.685
6658, 135.601193362, 135.601260285, 66.923
6659, 135.621193362, 135.621259096, 65.734
6660, 135.641193367, 135.641263464, 70.097
6661, 135.661193362, 135.661318164, 124.802
6662, 135.681193376, 135.681314137, 120.761
6663, 135.701193363, 135.701258743, 65.380
6664, 135.721193395, 135.721261039, 67.644
6665, 135.741193382, 135.741313296, 119.914
6666, 135.761193381, 135.761313176, 119.795
6667, 135.781193375, 135.781259049, 65.674
6668, 135.801193382, 135.801259274, 65.892
6669, 135.821193388, 135.821314161, 120.773
6670, 135.841193377, 135.841316145, 122.768
6671, 135.861193388, 135.861314384, 120.996
6672, 135.881193382, 135.881316069, 122.687
6673, 135.901193375, 135.901257054, 63.679
6674, 135.921193361, 135.921316766, 123.405
6675, 135.941193366, 135.941310006, 116.640
6676, 135.961193366, 135.961311314, 117.948
6677, 135.981193359, 135.981310992, 117.633
6678, 136.001193360, 136.001310796, 117.436
6679, 136.021193365, 136.021328931, 135.566
6680, 136.041193363, 136.041251008, 57.645
6681, 136.061193365, 136.061249510, 56.145
6682, 136.081193378, 136.081292939, 99.561
6683, 136.101193363, 136.101299635, 106.272
6684, 136.121193362, 136.121283140, 89.778
6685, 136.141193358, 136.141333486, 140.128
6686, 136.161193363, 136.161296106, 102.743
6687, 136.181193370, 136.181261240, 67.870
6688, 136.201193364, 136.201298783, 105.419
6689, 136.221193365, 136.221301876, 108.511
6690, 136.241193366, 136.241302549, 109.183
6691, 136.261193369, 136.261299810, 106.441
6692, 136.281193369, 136.281299555, 106.186
6693, 136.301193361, 136.301300298, 106.937
6694, 136.321193364, 136.321304709, 111.345
6695, 136.341193365, 136.341312929, 119.564
6696, 136.361193367, 136.361301481, 108.114
6697, 136.381193365, 136.381261581, 68.216
6698, 136.401193362, 136.401258184, 64.822
6699, 136.421193368, 136.421306940, 113.572
6700, 136.441193367, 136.441263886, 70.519
6701, 136.461193369, 136.461300475, 107.106
6702, 136.481193365, 136.481317943, 124.578
6703, 136.501193370, 136.501268198, 74.828
6704, 136.521193370, 136.521316757, 123.387
6705, 136.541193369, 136.541317927, 124.558
6706, 136.561193366, 136.561314938, 121.572
6707, 136.581193368, 136.581313736, 120.368
6708, 136.601193365, 136.601315610, 122.245
6709, 136.621193367, 136.621315367, 122.000
6710, 136.641193374, 136.641319258, 125.884
6711, 136.661193367, 136.661314094, 120.727
6712, 136.681193363, 136.681313363, 120.000
6713, 136.701193362, 136.701259897, 66.535
6714, 136.721193359, 136.721261020, 67.661
6715, 136.741193382, 136.741312989, 119.607
6716, 136.761193361, 136.761311168, 117.807
6717, 136.781193360, 136.781259040, 65.680
6718, 136.801193359, 136.801315034, 121.675
6719, 136.821193359, 136.821312633, 119.274
6720, 136.841193362, 136.841259966, 66.604
6721, 136.861193363, 136.861314431, 121.068
6722, 136.881193365, 136.881315359, 121.994
6723, 136.901193362, 136.901259332, 65.970
6724, 136.921193365, 136.921313903, 120.538
6725, 136.941193361, 136.941313775, 120.414
6726, 136.961193369, 136.961314695, 121.326
6727, 136.981193365, 136.981260137, 66.772
6728, 137.001193364, 137.001264515, 71.151
6729, 137.021193367, 137.021322377, 129.010
6730, 137.041193362, 137.041306590, 113.228
6731, 137.061193369, 137.061316270, 122.901
6732, 137.081193368, 137.081315125, 121.757
6733, 137.101193365, 137.101316839, 123.474
6734, 137.121193362, 137.121314135, 120.773
6735, 137.141193371, 137.141265721, 72.350
6736, 137.161193367, 137.161260357, 66.990
6737, 137.181193362, 137.181260316, 66.954
6738, 137.201193377, 137.201259571, 66.194
6739, 137.221193381, 137.221264696, 71.315
6740, 137.241193365, 137.241319549, 126.184
6741, 137.261193363, 137.261321237, 127.874
6742, 137.281193366, 137.281284833, 91.467
6743, 137.301193364, 137.301324525, 131.161
6744, 137.321193365, 137.321320042, 126.677
6745, 137.341193365, 137.341266297, 72.932
6746, 137.361193365, 137.361260443, 67.078
6747, 137.381193379, 137.381279563, 86.184
6748, 137.401193367, 137.401256010, 62.643
6749, 137.421193366, 137.421258322, 64.956
6750, 137.441193498, 137.441299925, 106.427
6751, 137.461193391, 137.461273453, 80.062
6752, 137.481193381, 137.481295833, 102.452
6753, 137.501193388, 137.501298441, 105.053
6754, 137.521193384, 137.521307679, 114.295
6755, 137.541193388, 137.541264341, 70.953
6756, 137.561193385, 137.561314974, 121.589
6757, 137.581193386, 137.581317172, 123.786
6758, 137.601193378, 137.601265722, 72.344
6759, 137.621193383, 137.621292037, 98.654
6760, 137.641193377, 137.641333967, 140.590
6761, 137.661193378, 137.661313423, 120.045
6762, 137.681193380, 137.681294559, 101.179
6763, 137.701193377, 137.701493377, 300.000
6764, 137.721193396, 137.721285409, 92.013
6765, 137.741193376, 137.741361970, 168.594
6766, 137.761193377, 137.761360146, 166.769
6767, 137.781193454, 137.781348594, 155.140
6768, 137.801193373, 137.801361186, 167.813
6769, 137.821193379, 137.821361725, 168.346
6770, 137.841193375, 137.841360131, 166.756
6771, 137.861193379, 137.861357697, 164.318
6772, 137.881193377, 137.881361435, 168.058
6773, 137.901193375, 137.901361344, 167.969
6774, 137.921193365, 137.921371291, 177.926
6775, 137.941193362, 137.941324009, 130.647
6776, 137.961193364, 137.961297430, 104.066
6777, 137.981193361, 137.981289096, 95.735
6778, 138.001193364, 138.001253981, 60.617
6779, 138.021193362, 138.021284061, 90.699
6780, 138.041193362, 138.041272761, 79.399
6781, 138.061193361, 138.061292524, 99.163
6782, 138.081193362, 138.081250360, 56.998
6783, 138.101193362, 138.101272316, 78.954
6784, 138.121193360, 138.121249815, 56.455
6785, 138.141193365, 138.141311800, 118.435
6786, 138.161193370, 138.161271563, 78.193
6787, 138.181193382, 138.181286264, 92.882
6788, 138.201193368, 138.201273936, 80.568
6789, 138.221193365, 138.221275489, 82.124
6790, 138.241193367, 138.241293296, 99.929
6791, 138.261193362, 138.261297552, 104.190
6792, 138.281193365, 138.281273164, 79.799
6793, 138.301193362, 138.301309355, 115.993
6794, 138.321193367, 138.321307551, 114.184
6795, 138.341193370, 138.341301889, 108.519
6796, 138.361193368, 138.361262847, 69.479
6797, 138.381193367, 138.381318191, 124.824
6798, 138.401193367, 138.401259568, 66.201
6799, 138.421193375, 138.421317056, 123.681
6800, 138.441193360, 138.441265511, 72.151
6801, 138.461193365, 138.461260884, 67.519
6802, 138.481193359, 138.481313747, 120.388
6803, 138.501193362, 138.501259835, 66.473
6804, 138.521193371, 138.521319243, 125.872
6805, 138.541193366, 138.541315090, 121.724
6806, 138.561193375, 138.561315815, 122.440
6807, 138.581193369, 138.581261064, 67.695
6808, 138.601193362, 138.601323114, 129.752
6809, 138.621193364, 138.621313872, 120.508
6810, 138.641193365, 138.641258417, 65.052
6811, 138.661193365, 138.661272143, 78.778
6812, 138.681193362, 138.681301936, 108.574
6813, 138.701193362, 138.701304649, 111.287
6814, 138.721193365, 138.721313354, 119.989
6815, 138.741193363, 138.741300310, 106.947
6816, 138.761193359, 138.761299547, 106.188
6817, 138.781193362, 138.781301149, 107.787
6818, 138.801193363, 138.801300637, 107.274
6819, 138.821193364, 138.821307977, 114.613
6820, 138.841193364, 138.841305488, 112.124
6821, 138.861193365, 138.861304560, 111.195
6822, 138.881193370, 138.881300937, 107.567
6823, 138.901193374, 138.901299649, 106.275
6824, 138.921193359, 138.921300703, 107.344
6825, 138.941193366, 138.941260048, 66.682
6826, 138.961193369, 138.961259611, 66.242
6827, 138.981193360, 138.981257583, 64.223
6828, 139.001193362, 139.001256197, 62.835
6829, 139.021193375, 139.021256590, 63.215
6830, 139.041193368, 139.041296411, 103.043
6831, 139.061193364, 139.061261026, 67.662
6832, 139.081193366, 139.081293526, 100.160
6833, 139.101193377, 139.101258420, 65.043
6834, 139.121193362, 139.121257951, 64.589
6835, 139.141193365, 139.141292413, 99.048
6836, 139.161193375, 139.161308403, 115.028
6837, 139.181193364, 139.181258049, 64.685
6838, 139.201193364, 139.201301907, 108.543
6839, 139.221193362, 139.221258338, 64.976
6840, 139.241193363, 139.241299185, 105.822
6841, 139.261193369, 139.261300584, 107.215
6842, 139.281193366, 139.281298472, 105.106
6843, 139.301193364, 139.301298487, 105.123
6844, 139.321193367, 139.321305001, 111.634
6845, 139.341193366, 139.341262248, 68.882
6846, 139.361193364, 139.361256465, 63.101
6847, 139.381193361, 139.381257108, 63.747
6848, 139.401193392, 139.401257257, 63.865
6849, 139.421193365, 139.421257376, 64.011
6850, 139.441193365, 139.441302627, 109.262
6851, 139.461193362, 139.461260220, 66.858
6852, 139.481193362, 139.481299603, 106.241
6853, 139.501193361, 139.501259995, 66.634
6854, 139.521193361, 139.521311482, 118.121
6855, 139.541193361, 139.541297568, 104.207
6856, 139.561193366, 139.561257507, 64.141
6857, 139.581193361, 139.581297180, 103.819
6858, 139.601193365, 139.601300824, 107.459
6859, 139.621193371, 139.621302927, 109.556
6860, 139.641193362, 139.641268761, 75.399
6861, 139.661193366, 139.661301530, 108.164
6862, 139.681193362, 139.681306973, 113.611
6863, 139.701193370, 139.701303261, 109.891
6864, 139.721193368, 139.721308484, 115.116
6865, 139.741193365, 139.741302816, 109.451
6866, 139.761193363, 139.761300291, 106.928
6867, 139.781193360, 139.781259972, 66.612
6868, 139.801193364, 139.801300820, 107.456
6869, 139.821193362, 139.821301771, 108.409
6870, 139.841193359, 139.841298034, 104.675
6871, 139.861193372, 139.861298997, 105.625
6872, 139.881193364, 139.881301711, 108.347
6873, 139.901193364, 139.901295651, 102.287
6874, 139.921193380, 139.921260120, 66.740
6875, 139.941193366, 139.941259570, 66.204
6876, 139.961193368, 139.961257160, 63.792
6877, 139.981193368, 139.981255924, 62.556
6878, 140.001193365, 140.001255324, 61.959
6879, 140.021193368, 140.021300509, 107.141
6880, 140.041193365, 140.041257696, 64.331
6881, 140.061193365, 140.061294993, 101.628
6882, 140.081193359, 140.081294197, 100.838
6883, 140.101193365, 140.101294099, 100.734
6884, 140.121193369, 140.121296133, 102.764
6885, 140.141193362, 140.141255483, 62.121
6886, 140.161193362, 140.161256202, 62.840
6887, 140.181193370, 140.181297267, 103.897
6888, 140.201193366, 140.201305549, 112.183
6889, 140.221193362, 140.221256788, 63.426
6890, 140.241193385, 140.241292897, 99.512
6891, 140.261193368, 140.261300397, 107.029
6892, 140.281193365, 140.281253883, 60.518
6893, 140.301193364, 140.301309032, 115.668
6894, 140.321193376, 140.321305153, 111.777
6895, 140.341193381, 140.341298871, 105.490
6896, 140.361193368, 140.361299171, 105.803
6897, 140.381193362, 140.381311416, 118.054
6898, 140.401193365, 140.401299098, 105.733
6899, 140.421193365, 140.421299583, 106.218
6900, 140.441193365, 140.441301318, 107.953
6901, 140.461193359, 140.461290019, 96.660
6902, 140.481193364, 140.481263390, 70.026
6903, 140.501193365, 140.501299788, 106.423
6904, 140.521193375, 140.521259282, 65.907
6905, 140.541193366, 140.541258413, 65.047
6906, 140.561193368, 140.561299786, 106.418
6907, 140.581193368, 140.581298975, 105.607
6908, 140.601193364, 140.601302278, 108.914
6909, 140.621193368, 140.621295349, 101.981
6910, 140.641193371, 140.641294326, 100.955
6911, 140.661193373, 140.661255851, 62.478
6912, 140.681193362, 140.681313736, 120.374
6913, 140.701193359, 140.701303029, 109.670
6914, 140.721193365, 140.721255873, 62.508
6915, 140.741193365, 140.741303514, 110.149
6916, 140.761193371, 140.761299694, 106.323
6917, 140.781193368, 140.781299628, 106.260
6918, 140.801193365, 140.801301405, 108.040
6919, 140.821193365, 140.821299211, 105.846
6920, 140.841193365, 140.841313772, 120.407
6921, 140.861193369, 140.861303086, 109.717
6922, 140.881193381, 140.881299936, 106.555
6923, 140.901201879, 140.901307560, 105.681
6924, 140.921193365, 140.921299490, 106.125
6925, 140.941193365, 140.941298035, 104.670
6926, 140.961193379, 140.961304895, 111.516
6927, 140.981193379, 140.981255620, 62.241
6928, 141.001193366, 141.001258450, 65.084
6929, 141.021193370, 141.021305802, 112.432
6930, 141.041193369, 141.041268006, 74.637
6931, 141.061193365, 141.061301975, 108.610
6932, 141.081193362, 141.081297354, 103.992
6933, 141.101193365, 141.101296400, 103.035
6934, 141.121193377, 141.121296423, 103.046
6935, 141.141193362, 141.141292911, 99.549
6936, 141.161193367, 141.161301438, 108.071
6937, 141.181193361, 141.181300026, 106.665
6938, 141.201193362, 141.201255430, 62.068
6939, 141.221193364, 141.221297685, 104.321
6940, 141.241193379, 141.241300460, 107.081
6941, 141.261193362, 141.261294831, 101.469
6942, 141.281193362, 141.281297481, 104.119
6943, 141.301193946, 141.301307898, 113.952
6944, 141.321193368, 141.321305635, 112.267
6945, 141.341193366, 141.341303419, 110.053
6946, 141.361193367, 141.361311137, 117.770
6947, 141.381195839, 141.381263659, 67.820
6948, 141.401193363, 141.401260060, 66.697
6949, 141.421193362, 141.421260742, 67.380
6950, 141.441193368, 141.441259287, 65.919
6951, 141.461193360, 141.461256216, 62.856
6952, 141.481193363, 141.481263687, 70.324
6953, 141.501193368, 141.501257931, 64.563
6954, 141.521193358, 141.521304042, 110.684
6955, 141.541193369, 141.541306378, 113.009
6956, 141.561193366, 141.561303030, 109.664
6957, 141.581193366, 141.581300802, 107.436
6958, 141.601193362, 141.601295606, 102.244
6959, 141.621193367, 141.621296565, 103.198
6960, 141.641197812, 141.641300287, 102.475
6961, 141.661193363, 141.661324415, 131.052
6962, 141.681193365, 141.681259936, 66.571
6963, 141.701193363, 141.701319000, 125.637
6964, 141.721193362, 141.721316622, 123.260
6965, 141.741193363, 141.741310427, 117.064
6966, 141.761193365, 141.761325784, 132.419
6967, 141.781193362, 141.781258531, 65.169
6968, 141.801193363, 141.801314829, 121.466
6969, 141.821193368, 141.821321791, 128.423
6970, 141.841193367, 141.841261043, 67.676
6971, 141.861193362, 141.861316032, 122.670
6972, 141.881193363, 141.881316503, 123.140
6973, 141.901193360, 141.901313190, 119.830
6974, 141.921193366, 141.921318381, 125.015
6975, 141.941193368, 141.941316916, 123.548
6976, 141.961193365, 141.961320047, 126.682
6977, 141.981193364, 141.981302789, 109.425
6978, 142.001193365, 142.001294282, 100.917
6979, 142.021193365, 142.021297968, 104.603
6980, 142.041193365, 142.041297447, 104.082
6981, 142.061193377, 142.061259847, 66.470
6982, 142.081193377, 142.081296303, 102.926
6983, 142.101193367, 142.101303786, 110.419
6984, 142.121193369, 142.121256948, 63.579
6985, 142.141193365, 142.141277689, 84.324
6986, 142.161193363, 142.161300957, 107.594
6987, 142.181193368, 142.181300932, 107.564
6988, 142.201193365, 142.201259335, 65.970
6989, 142.221193377, 142.221301308, 107.931
6990, 142.241193367, 142.241260757, 67.390
6991, 142.261193368, 142.261261161, 67.793
6992, 142.281193363, 142.281294083, 100.720
6993, 142.301193370, 142.301262326, 68.956
6994, 142.321193369, 142.321255823, 62.454
6995, 142.341193366, 142.341256948, 63.582
6996, 142.361193368, 142.361257894, 64.526
6997, 142.381193368, 142.381307876, 114.508
6998, 142.401193367, 142.401261826, 68.459
6999, 142.421193368, 142.421300800, 107.432
7000, 142.441193368, 142.441304849, 111.481
7001, 142.461193365, 142.461305483, 112.118
7002, 142.481193368, 142.481304887, 111.519
7003, 142.501193364, 142.501261827, 68.463
7004, 142.521193366, 142.521255998, 62.632
7005, 142.541193369, 142.541298658, 105.289
7006, 142.561193368, 142.561293124, 99.756
7007, 142.581193367, 142.581297582, 104.215
7008, 142.601193368, 142.601293728, 100.360
7009, 142.621193370, 142.621294726, 101.356
7010, 142.641193366, 142.641296477, 103.111
7011, 142.661193365, 142.661375488, 182.123
7012, 142.681193367, 142.681296993, 103.626
7013, 142.701193368, 142.701371039, 177.671
7014, 142.721193378, 142.721299517, 106.139
7015, 142.741193365, 142.741296367, 103.002
7016, 142.761193363, 142.761297609, 104.246
7017, 142.781193364, 142.781254781, 61.417
7018, 142.801193365, 142.801264670, 71.305
7019, 142.821193362, 142.821303508, 110.146
7020, 142.841193367, 142.841303041, 109.674
7021, 142.861193366, 142.861298621, 105.255
7022, 142.881193365, 142.881302422, 109.057
7023, 142.901193362, 142.901300214, 106.852
7024, 142.921193362, 142.921300616, 107.254
7025, 142.941193371, 142.941258256, 64.885
7026, 142.961193367, 142.961299271, 105.904
7027, 142.981193365, 142.981288712, 95.347
7028, 143.001193362, 143.001304153, 110.791
7029, 143.021193369, 143.021257603, 64.234
7030, 143.041193367, 143.041265582, 72.215
7031, 143.061193367, 143.061301854, 108.487
7032, 143.081193364, 143.081295868, 102.504
7033, 143.101193362, 143.101296401, 103.039
7034, 143.121193367, 143.121252658, 59.291
7035, 143.141193361, 143.141296400, 103.039
7036, 143.161193362, 143.161301941, 108.579
7037, 143.181193363, 143.181312202, 118.839
7038, 143.201193365, 143.201304043, 110.678
7039, 143.221193362, 143.221260556, 67.194
7040, 143.241193368, 143.241303523, 110.155
7041, 143.261193365, 143.261298415, 105.050
7042, 143.281193378, 143.281255750, 62.372
7043, 143.301193382, 143.301295543, 102.161
7044, 143.321193362, 143.321259099, 65.737
7045, 143.341193368, 143.341256336, 62.968
7046, 143.361193362, 143.361254797, 61.435
7047, 143.381193368, 143.381293952, 100.584
